awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,page_uuid,aborted,complete,answer,answer_accumulators,branch_log,for_loops,failure_tags,last_response_id,base_payment,performance_bonus,unpaid_bonus,client_ip_address,auth_token,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,class,object_type,aborted_modules,started_modules,finished_modules,module_id,progress,estimated_bonus,volume_calibration,age,gender,gmsi,feedback
False,"{'__time_credit__confirmed_credit': 20.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '34-a#2.wav'}",1,2023-02-16 16:59:29,False,,,Participant,b644aca99a542c8accfea46ae5a944b3,prolific,63ee608e2943826d859c8d23,1:63ee608e2943826d859c8d23,63ee5e8b68a6ee2d17aff62a,sandbox,,,,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee608e2943826d859c8d23', 'PROLIFIC_PID': '5c5a11aff95e1600012399c8'}",working,"[8, 0]","[310, 0]",9cb2a6a3-9113-e35d-7ac4-8910ac2bdb48,False,False,['I agree'],[],[],{},[],2.0,0.0,0.0,0.0,,7f5c3cba-d16d-44e7-b990-b4bd15ec3b6b,False,Chrome 109.0.0.0 on Windows 10 64-bit,2.0,,,Participant,Participant,[],"['consent', 'volume_calibration']",['consent'],volume_calibration,0.03241491085899514,0.05555555555555555,34-a#2.wav,,,,
False,"{'__time_credit__confirmed_credit': 612.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '28-e2.wav', '__Waiting for trial__loop_start_time__loop_start_time': '2023-02-16T17:07:25.987783', '__headphone_test__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:01:17.452751', '__wait_while__loop_start_time__loop_start_time': '2023-02-16T17:07:26.012497', '__consonance_main_experiment__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:02:23.911209', 'age': '20', 'gender': 'female', 'gmsi': {'response_scores': {'q_22': 1, 'q_02': 1, 'q_12': 2, 'q_21': 1, 'q_35': 2, 'q_16': 2, 'q_18': 1}, 'mean_scores_per_scale': {'Musical Training': 1.428571}}, 'feedback': ''}",2,2023-02-16 16:59:55,False,,,Participant,a27506a5734df3448b56cecb48db44c3,prolific,63ee60fb052328c8efac3072,2:63ee60fb052328c8efac3072,63ee5e8b68a6ee2d17aff62a,sandbox,2023-02-16 17:09:20,0.0,2.03,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee60fb052328c8efac3072', 'PROLIFIC_PID': '60101181d3a08f26a98a23e2'}",approved,[310],[310],2d6d5b19-be72-fb0b-02cc-27ce8f192370,False,True,,[],[],{},[],238.0,0.0,0.33333333333333337,0.0,,a0e1d8ee-215e-4aa5-a7a5-5ee3e104a692,False,Chrome 109.0.0.0 on Windows 10 64-bit,,,exit,Participant,Participant,[],"['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']","['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']",,1.0,1.7,28-e2.wav,20,female,"{'response_scores': {'q_22': 1, 'q_02': 1, 'q_12': 2, 'q_21': 1, 'q_35': 2, 'q_16': 2, 'q_18': 1}, 'mean_scores_per_scale': {'Musical Training': 1.428571}}",
False,"{'__time_credit__confirmed_credit': 612.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '21-a1.wav', '__Waiting for trial__loop_start_time__loop_start_time': '2023-02-16T17:07:31.293140', '__headphone_test__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:01:51.189141', '__wait_while__loop_start_time__loop_start_time': '2023-02-16T17:07:31.308300', '__consonance_main_experiment__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:02:58.122205', 'age': '31', 'gender': 'female', 'gmsi': {'response_scores': {'q_02': 7, 'q_12': 6, 'q_22': 3, 'q_35': 5, 'q_16': 6, 'q_18': 4, 'q_21': 6}, 'mean_scores_per_scale': {'Musical Training': 5.285714}}, 'feedback': ''}",3,2023-02-16 17:01:11,False,,,Participant,b90e39b1446ec64f3508accff02a5227,prolific,63ee61248b5e74b8d27cb255,3:63ee61248b5e74b8d27cb255,63ee5e8b68a6ee2d17aff62a,sandbox,2023-02-16 17:09:28,0.0,1.98,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee61248b5e74b8d27cb255', 'PROLIFIC_PID': '5bf8a27021a4e1000194fc76'}",approved,[310],[310],9763e1c3-2656-9901-7ca7-1ec8c6f3e49f,False,True,,[],[],{},[],247.0,0.0,0.28284271247461906,0.0,,40ca4c40-ed74-48b4-b83c-289a673bc58d,False,Chrome 109.0.0.0 on OS X 10.15.7 64-bit,,,exit,Participant,Participant,[],"['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']","['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']",,1.0,1.7,21-a1.wav,31,female,"{'response_scores': {'q_02': 7, 'q_12': 6, 'q_22': 3, 'q_35': 5, 'q_16': 6, 'q_18': 4, 'q_21': 6}, 'mean_scores_per_scale': {'Musical Training': 5.285714}}",
False,"{'__time_credit__confirmed_credit': 20.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '15-d#1.wav'}",4,2023-02-16 17:01:21,False,,,Participant,66095f1573c61d691b93a7d5a17dff49,prolific,63ee6145fbe5a1f3e5005d3b,4:63ee6145fbe5a1f3e5005d3b,63ee5e8b68a6ee2d17aff62a,sandbox,,,,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee6145fbe5a1f3e5005d3b', 'PROLIFIC_PID': '54847094fdf99b0379939c8e'}",working,"[8, 0]","[310, 0]",757b99dc-1c3a-e168-0b5b-e9fcd34ee57b,False,False,['I agree'],[],[],{},[],17.0,0.0,0.0,0.0,,cb31c939-62eb-4c14-958e-345f68cc0ad8,False,Chrome 109.0.0.0 on Chrome OS 64-bit,9.0,,,Participant,Participant,[],"['consent', 'volume_calibration']",['consent'],volume_calibration,0.03241491085899514,0.05555555555555555,15-d#1.wav,,,,
False,"{'__time_credit__confirmed_credit': 20.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '25-c#2.wav'}",5,2023-02-16 17:02:40,False,,,Participant,aa640b1d08dd1b3a0c9bb6ea47fef401,prolific,63ee61374932f0e5bdac9f54,5:63ee61374932f0e5bdac9f54,63ee5e8b68a6ee2d17aff62a,sandbox,,,,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee61374932f0e5bdac9f54', 'PROLIFIC_PID': '62a3a5f3013a2d2f906b7bd0'}",working,"[8, 0]","[310, 0]",8e46a6c9-a353-c3c5-f019-c59f23925eac,False,False,['I agree'],[],[],{},[],33.0,0.0,0.0,0.0,,80700bfd-5406-4d15-b110-8feabd39969c,False,Chrome 110.0.0.0 on Windows 10 64-bit,13.0,,,Participant,Participant,[],"['consent', 'volume_calibration']",['consent'],volume_calibration,0.03241491085899514,0.05555555555555555,25-c#2.wav,,,,
False,"{'__time_credit__confirmed_credit': 612.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '17-f1.wav', '__Waiting for trial__loop_start_time__loop_start_time': '2023-02-16T17:10:36.533404', '__headphone_test__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:05:31.351536', '__wait_while__loop_start_time__loop_start_time': '2023-02-16T17:10:36.558341', '__consonance_main_experiment__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:06:20.448200', 'age': '22', 'gender': 'female', 'gmsi': {'response_scores': {'q_35': 4, 'q_12': 4, 'q_18': 4, 'q_02': 6, 'q_21': 6, 'q_16': 3, 'q_22': 4}, 'mean_scores_per_scale': {'Musical Training': 4.428571}}, 'feedback': ''}",6,2023-02-16 17:03:10,False,,,Participant,069cbb3f5f38348db27fb9650ff89995,prolific,63ee6142cc389f9518ada1bb,6:63ee6142cc389f9518ada1bb,63ee5e8b68a6ee2d17aff62a,sandbox,2023-02-16 17:11:37,0.0,1.7,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee6142cc389f9518ada1bb', 'PROLIFIC_PID': '5ec82ad663afbd10a2458aab'}",approved,[310],[310],91fb32da-2e37-643a-b28f-cdefdbd34803,False,True,,[],[],{},[],316.0,0.0,0.0,0.0,,d8f74fe8-ce72-4aac-8609-a18ccb4b5540,False,Chrome 108.0.0.0 on OS X 10.15.7 64-bit,,,exit,Participant,Participant,[],"['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']","['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']",,1.0,1.7,17-f1.wav,22,female,"{'response_scores': {'q_35': 4, 'q_12': 4, 'q_18': 4, 'q_02': 6, 'q_21': 6, 'q_16': 3, 'q_22': 4}, 'mean_scores_per_scale': {'Musical Training': 4.428571}}",
False,"{'__time_credit__confirmed_credit': 507.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '31-g2.wav', '__Waiting for trial__loop_start_time__loop_start_time': '2023-02-16T17:11:20.929908', '__headphone_test__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:06:08.623995', '__wait_while__loop_start_time__loop_start_time': '2023-02-16T17:11:20.944459', '__consonance_main_experiment__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:07:03.393346'}",7,2023-02-16 17:05:39,True,,2023-02-16 17:11:20,Participant,ef46810a48b10a0fee53a7e98f6a4c33,prolific,63ee6253784a4a9d1ef935a5,7:63ee6253784a4a9d1ef935a5,63ee5e8b68a6ee2d17aff62a,sandbox,2023-02-16 17:11:33,0.0,1.41,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee6253784a4a9d1ef935a5', 'PROLIFIC_PID': '5f99d6c96e70f00a97e207f0'}",approved,[290],[310],a9cd9e5d-d422-42de-748f-435366f25650,False,False,2,[],[],{},['performance_check'],315.0,0.0,0.0,0.0,,84bee225-0b4b-4504-820c-7af54f36b613,True,Chrome 109.0.0.0 on Windows 10 64-bit,22.0,,exit,Participant,Participant,[],"['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment']","['consent', 'volume_calibration', 'headphone_test']",consonance_main_experiment,0.8217179902755267,1.4083333333333334,31-g2.wav,,,,
False,"{'__time_credit__confirmed_credit': 612.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '21-a1.wav', '__Waiting for trial__loop_start_time__loop_start_time': '2023-02-16T17:15:52.749902', '__headphone_test__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:11:20.034490', '__wait_while__loop_start_time__loop_start_time': '2023-02-16T17:15:52.764896', '__consonance_main_experiment__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:12:09.872806', 'age': '34', 'gender': 'male', 'gmsi': {'response_scores': {'q_02': 7, 'q_16': 7, 'q_22': 6, 'q_18': 6, 'q_12': 3, 'q_21': 6, 'q_35': 7}, 'mean_scores_per_scale': {'Musical Training': 6.0}}, 'feedback': ''}",8,2023-02-16 17:09:01,False,,,Participant,7b510a244bbda0643fb2b418019dd9c5,prolific,63ee62e97ad99e7126d3f26f,8:63ee62e97ad99e7126d3f26f,63ee5e8b68a6ee2d17aff62a,sandbox,2023-02-16 17:17:17,0.0,1.8,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee62e97ad99e7126d3f26f', 'PROLIFIC_PID': '5e8c8195ef455e000a625905'}",approved,[310],[310],eec15076-dc49-1e9d-ffa7-64a0077e57fd,False,True,,[],[],{},[],505.0,0.0,0.10327955589886445,0.0,,e7ddcf04-e1bc-4dea-a1bc-68f0ab3b0698,False,Chrome 108.0.0.0 on OS X 10.15.7 64-bit,,,exit,Participant,Participant,[],"['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']","['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']",,1.0,1.7,21-a1.wav,34,male,"{'response_scores': {'q_02': 7, 'q_16': 7, 'q_22': 6, 'q_18': 6, 'q_12': 3, 'q_21': 6, 'q_35': 7}, 'mean_scores_per_scale': {'Musical Training': 6.0}}",
False,"{'__time_credit__confirmed_credit': 612.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888, 'volume_calibration': '26-d2.wav', '__Waiting for trial__loop_start_time__loop_start_time': '2023-02-16T17:18:47.899227', '__headphone_test__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:12:39.236026', '__wait_while__loop_start_time__loop_start_time': '2023-02-16T17:18:47.924015', '__consonance_main_experiment__trial_loop__loop_start_time__loop_start_time': '2023-02-16T17:13:51.499715', 'age': '22', 'gender': 'female', 'gmsi': {'response_scores': {'q_02': 3, 'q_12': 2, 'q_16': 5, 'q_21': 4, 'q_22': 2, 'q_35': 1, 'q_18': 1}, 'mean_scores_per_scale': {'Musical Training': 2.571429}}, 'feedback': ''}",9,2023-02-16 17:11:49,False,,,Participant,7af4cc39a96f3b6acbfcb45bdfb6bd70,prolific,63ee6394e36c7bbc6a6ccb39,9:63ee6394e36c7bbc6a6ccb39,63ee5e8b68a6ee2d17aff62a,sandbox,2023-02-16 17:20:18,0.0,1.95,"{'STUDY_ID': '63ee5e8b68a6ee2d17aff62a', 'recruiter': 'prolific', 'SESSION_ID': '63ee6394e36c7bbc6a6ccb39', 'PROLIFIC_PID': '63ee3f8a102455453859cc48'}",approved,[310],[310],fa26a7dc-9cca-1a64-1a54-a94af6600a07,False,True,,[],[],{},[],619.0,0.0,0.2529822128134704,0.0,,d40222b9-4eb1-4945-9dd3-a57b12bf0792,False,Chrome 108.0.0.0 on Chrome OS 64-bit,,,exit,Participant,Participant,[],"['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']","['consent', 'volume_calibration', 'headphone_test', 'consonance_main_experiment', 'gmsi']",,1.0,1.7,26-d2.wav,22,female,"{'response_scores': {'q_02': 3, 'q_12': 2, 'q_16': 5, 'q_21': 4, 'q_22': 2, 'q_35': 1, 'q_18': 1}, 'mean_scores_per_scale': {'Musical Training': 2.571429}}",
False,"{'__time_credit__confirmed_credit': 0.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 10, '__time_credit__experiment_max_time_credit': 617.0, '__time_credit__experiment_max_bonus': 1.7138888888888888}",10,2023-02-16 17:11:50,False,,,Participant,,prolific,04fP9314Y27A2Pxr7n6utn00,10:04fP9314Y27A2Pxr7n6utn00,50Ul7R9p90U1fY5W19ecH78r,sandbox,,,,"{'STUDY_ID': '50Ul7R9p90U1fY5W19ecH78r', 'recruiter': 'YhUZYhtJ', 'SESSION_ID': '04fP9314Y27A2Pxr7n6utn00', 'PROLIFIC_PID': '85JA1j8E871729617064Fc34'}",working,[2],[310],f730f146-5974-6d0a-bd56-8e6c8986f0b2,False,False,,[],[],{},[],,0.0,0.0,0.0,,eb142556-5317-4520-8bc7-7ed7975f0d50,False,,30.0,,,Participant,Participant,[],['consent'],[],consent,0.0,0.0,,,,,
